1	2
1	5
1	7
1	8
1	9
1	11
1	17
9	2
9	7
9	11
9	14
9	15
9	17
9	21
7	1
7	2
7	3
7	4
7	5
7	6
7	9
7	10
7	11
7	12
7	16
7	17
7	19
17	2
17	7
17	9
17	11
17	14
17	15
11	2
11	7
11	9
11	14
11	15
11	17
11	20
11	22
5	2
5	7
5	8
5	9
5	11
5	17
5	23
2	7
2	9
2	11
2	14
2	15
2	17
8	2
8	5
8	7
8	9
8	11
8	17
8	23
15	2
15	7
15	8
15	9
15	11
15	13
15	14
15	23
14	2
14	5
14	7
14	9
14	11
14	13
14	15
14	23
3	1
3	7
4	7
4	23
23	2
23	5
23	7
23	8
23	9
23	11
23	17
6	7
6	23
12	7
12	23
16	1
16	3
16	7
16	22
19	2
19	5
19	7
19	8
19	9
19	11
19	17
19	23
10	7
10	23
21	7
21	23
20	1
20	7
20	16
13	2
13	7
13	9
13	11
13	14
13	15
13	17
13	18
18	1
18	7
24	30
24	32
24	33
24	34
24	36
24	39
34	30
34	31
34	33
33	34
30	33
30	34
32	33
39	33
39	34
36	33
36	34
36	37
36	38
25	30
25	32
25	33
25	34
25	36
25	39
26	30
26	32
26	33
26	34
26	36
26	39
27	30
27	32
27	33
27	34
27	36
27	39
28	30
28	32
28	33
28	34
28	36
28	39
29	30
29	31
29	33
31	33
35	33
35	34
35	37
35	38
37	33
38	29
38	33
38	35
40	33
40	66
66	33
41	24
41	40
41	66
41	83
41	84
83	24
83	40
83	66
84	24
84	40
84	66
42	24
42	40
42	64
42	66
42	70
42	74
42	82
42	84
70	24
70	40
70	66
64	24
64	40
64	66
64	70
64	71
82	24
82	40
82	66
74	24
74	40
74	66
43	24
43	40
43	51
43	63
43	66
63	24
63	40
63	85
51	24
51	40
51	44
51	45
51	46
51	47
51	48
51	49
51	50
51	52
51	53
51	54
51	55
51	66
44	24
44	40
44	45
44	46
44	47
44	48
44	49
44	51
44	52
44	53
44	54
44	55
44	63
52	24
52	40
52	44
52	45
52	46
52	47
52	48
52	49
52	51
52	53
52	54
52	55
49	24
49	40
49	44
49	45
49	46
49	47
49	48
49	51
49	52
49	53
49	54
49	55
47	24
47	40
47	44
47	45
47	46
47	48
47	49
47	51
47	52
47	53
47	54
47	55
47	57
54	24
54	40
54	44
54	45
54	46
54	47
54	48
54	49
54	51
54	52
54	53
54	55
46	24
46	40
46	44
46	45
46	47
46	48
46	49
46	51
46	52
46	53
46	54
46	55
48	24
48	40
48	42
48	44
48	45
48	46
48	47
48	49
48	51
48	52
48	53
48	54
48	55
48	61
48	64
48	84
55	24
55	40
55	43
55	44
55	45
55	46
55	47
55	48
55	49
55	51
55	52
55	53
55	54
45	24
45	40
45	44
45	46
45	47
45	48
45	49
45	51
45	52
45	53
45	54
45	55
53	24
53	40
53	44
53	45
53	47
53	48
53	49
53	51
53	52
53	54
53	55
57	24
57	40
57	66
57	86
61	24
61	40
61	42
61	66
61	82
50	24
50	40
50	44
50	45
50	47
50	48
50	49
50	51
50	52
50	53
50	54
50	55
56	24
56	33
56	66
86	40
58	33
59	33
60	33
62	24
62	40
62	85
85	40
71	24
71	40
71	66
65	24
65	40
65	66
65	70
65	71
67	33
67	40
68	24
68	40
68	66
68	83
68	84
69	24
69	40
69	41
69	66
72	24
72	40
72	66
73	33
75	33
76	24
76	33
77	33
78	24
78	40
78	66
78	71
79	24
79	40
79	66
80	24
80	40
80	66
81	24
81	40
81	66
81	71
81	78
87	24
87	40
87	66
88	24
88	40
88	66
89	24
89	40
89	66
90	24
90	40
90	66
90	91
91	24
91	40
91	66
92	24
92	40
92	66
93	33
93	80
94	33
95	97
97	95
97	99
96	98
98	96
98	100
99	97
100	98
